Species ID,Display Order,Fun Fact,Source URL,Verified,,
sp_rhinoceros_hornbill,5,"The pair seals most of the nest entrance with a mixture that can include mud, food and droppings.",https://en.wikipedia.org/wiki/Rhinoceros_hornbill,PASS,,
sp_rhinoceros_hornbill,6,"They leave only a tiny opening in the sealed nest, just large enough for the male to pass food inside and for waste to be pushed out.",https://en.wikipedia.org/wiki/Rhinoceros_hornbill,PASS,,
sp_rhinoceros_hornbill,7,"When the chicks are fully feathered and old enough to leave, the parents chip away the dried nest seal to open the cavity.",https://en.wikipedia.org/wiki/Rhinoceros_hornbill,PASS,,
sp_rhinoceros_hornbill,8,"The female must rely heavily on her mate during nesting, so courtship and pair bonding are especially important before she seals herself inside the nest.",https://en.wikipedia.org/wiki/Rhinoceros_hornbill,PASS,,
sp_rhinoceros_hornbill,9,Rhinoceros Hornbills are the national bird of Malaysia and the state bird of Sarawak.,https://en.wikipedia.org/wiki/Rhinoceros_hornbill,PASS,,
sp_rhinoceros_hornbill,10,"The Rhinoceros Hornbill’s name comes from its large horn-shaped casque, which resembles the horn of a rhinoceros.",https://en.wikipedia.org/wiki/Rhinoceros_hornbill,PASS,,
sp_asian_elephant,1,The Asian Elephant is the largest living land animal in Asia.,https://www.worldwildlife.org/species/elephant/asian-elephant/,PASS,,
sp_asian_elephant,2,"Evidence suggests Asian elephants typically live into their mid-50s, although their lifespan in the wild is not fully understood.",https://nationalzoo.si.edu/animals/asian-elephant,PASS,,
sp_asian_elephant,3,An adult Asian elephant can eat up to about 150 kilograms of food in a day.,https://www.fauna-flora.org/species/asian-elephant/,PASS,,
sp_asian_elephant,4,"Asian elephants have one finger-like tip at the end of their trunk, which helps them handle small objects precisely.",https://nationalzoo.si.edu/animals/asian-elephant,PASS,,
sp_asian_elephant,5,"An Asian elephant’s trunk can hold about 7.6 litres of water and is used for drinking, smelling, touching, lifting and communicating.",https://nationalzoo.si.edu/animals/asian-elephant,PASS,,
sp_asian_elephant,6,Asian elephants can communicate over long distances using very low-pitched rumbles that other elephants can hear from more than 2 miles away.,https://nationalzoo.si.edu/animals/asian-elephant,PASS,,
sp_asian_elephant,7,"Elephants can use smell to recognise another elephant’s identity, sex and reproductive condition.",https://nationalzoo.si.edu/animals/asian-elephant,PASS,,
sp_asian_elephant,8,"Asian elephants often touch one another with their trunks to communicate greetings, reassurance, play and other social messages.",https://nationalzoo.si.edu/animals/asian-elephant,PASS,,
sp_asian_elephant,9,"Asian elephants grow six sets of teeth during their lives, and new teeth move forward to replace worn ones like a conveyor belt.",https://nationalzoo.si.edu/animals/asian-elephant,PASS,,
sp_asian_elephant,10,Asian elephants can use tools and show behaviours associated with grief and compassion.,https://www.fauna-flora.org/species/asian-elephant/,PASS,,
sp_malayan_tiger,1,The Malayan Tiger is the national animal of Malaysia.,https://en.wikipedia.org/wiki/Malayan_tiger,PASS,,
sp_malayan_tiger,2,A Malayan Tiger can live for up to about 20 years in the wild.,https://malaysianwildlife.org/malayan-tiger-panthera-tigris-jacksoni/,PASS,,
sp_malayan_tiger,3,Malayan Tigers are smaller on average than Bengal Tigers.,https://en.wikipedia.org/wiki/Malayan_tiger,PASS,,
sp_malayan_tiger,4,Their orange coat and dark stripes help them blend into the background while stalking prey.,https://malaysianwildlife.org/malayan-tiger-panthera-tigris-jacksoni/,PASS,,
sp_malayan_tiger,5,Malayan Tigers are excellent swimmers and are known to enjoy being in water.,https://www.wwf.org.my/tiger_facts/the_malayan_tiger/,PASS,,
sp_malayan_tiger,6,"Malayan Tigers are usually solitary, except during mating or when mothers are nurturing the cubs.",https://www.wwf.org.my/tiger_facts/the_malayan_tiger/,PASS,,
sp_malayan_tiger,7,"Female Malayan Tigers can leave scent signals to show males that they are ready to mate, while males use scent to mark their territory.",https://malaysianwildlife.org/malayan-tiger-panthera-tigris-jacksoni/,PASS,,
sp_malayan_tiger,8,"Malayan Tigers can communicate using different sounds, including chuffs, moans, growls and roars.",https://malaysianwildlife.org/malayan-tiger-panthera-tigris-jacksoni/,PASS,,
sp_malayan_tiger,9,Tiger cubs are born blind; their eyes begin to open after about 6–12 days and they gain full vision at around two weeks old.,https://malaysianwildlife.org/malayan-tiger-panthera-tigris-jacksoni/,PASS,,
sp_malayan_tiger,10,Malayan Tiger cubs usually stay with their mother until they are about two years old before leaving to live independently.,https://www.wwf.org.my/tiger_facts/the_malayan_tiger/,PASS,,
sp_malayan_tapir,1,The Malayan Tapir is the largest of the world’s tapir species.,https://en.wikipedia.org/wiki/Malayan_tapir,PASS,,
sp_malayan_tapir,2,Average lifespan of Malayan tapirs is approximately 30 years. They have been recorded living up to 36.5 years in captivity.,https://animaldiversity.org/accounts/Tapirus_indicus/,PASS,,
sp_malayan_tapir,3,"Baby Malayan Tapirs are born with pale stripes and spots, but these markings gradually fade by about six months of age.",https://animaldiversity.org/accounts/Tapirus_indicus/,PASS,,
sp_malayan_tapir,4,"A Malayan Tapir has a flexible snout formed by its nose and upper lip, which it can use to grasp leaves and bring food to its mouth.",https://animaldiversity.org/accounts/Tapirus_indicus/,PASS,,
sp_malayan_tapir,5,Malayan Tapirs are good swimmers and can even walk along the bottom of deep rivers while holding their breath for up to about 90 seconds.,https://animaldiversity.org/accounts/Tapirus_indicus/,PASS,,
sp_malayan_tapir,6,"They are most active during the evening and night, especially around dusk and dawn.",https://animaldiversity.org/accounts/Tapirus_indicus/,PASS,,
sp_malayan_tapir,7,"Malayan Tapirs can communicate using whistles, clicks and hiccup-like sounds.",https://animaldiversity.org/accounts/Tapirus_indicus/,PASS,,
sp_malayan_tapir,8,"A Malayan Tapir pregnancy lasts about 13 to 13.5 months, and usually only one calf is born at a time.",https://animaldiversity.org/accounts/Tapirus_indicus/,PASS,,
sp_malayan_tapir,9,A newborn Malayan Tapir can usually stand within one or two hours after birth and can swim when it is only about three weeks old.,https://animaldiversity.org/accounts/Tapirus_indicus/,PASS,,
sp_malayan_tapir,10,"If a predator attacks, a Malayan Tapir may escape into water. If the attacker grabs its neck, it may try to knock it off against a tree.",https://animaldiversity.org/accounts/Tapirus_indicus/,PASS,,
sp_sun_bear,1,The Sun Bear is the smallest bear species in the world.,https://en.wikipedia.org/wiki/Sun_bear,PASS,,
sp_sun_bear,2,Sun Bears have extremely long tongues that help them reach honey hidden inside bee nests.,https://www.nationalgeographic.com/animals/mammals/facts/sun-bear,PASS,,
sp_sun_bear,3,The pale patch on a Sun Bear’s chest gives the species its name because it can resemble a rising sun.,"https://www.nationalgeographic.com/animals/mammals/facts/sun-bear
https://www.inaturalist.org/taxa/41655-Helarctos-malayanus",PASS,,
sp_sun_bear,4,"A Sun Bear’s chest patch can be U-shaped, round or shaped like a spot. Some Sun Bears have no chest patch at all!",https://www.inaturalist.org/taxa/41655-Helarctos-malayanus,PASS,,
sp_sun_bear,5,Sun Bears are excellent climbers and are considered the most tree-dwelling of all bear species.,https://en.wikipedia.org/wiki/Sun_bear,PASS,,
sp_sun_bear,6,They can build sleeping platforms high in trees using branches and leaves.,"https://www.nationalgeographic.com/animals/mammals/facts/sun-bear
https://www.inaturalist.org/taxa/41655-Helarctos-malayanus",PASS,,
sp_sun_bear,7,"Unlike many bears, Sun Bears do not hibernate because food is available throughout the year in their tropical environment.",https://www.inaturalist.org/taxa/41655-Helarctos-malayanus,PASS,,
sp_sun_bear,8,Sun Bears can mate throughout the year instead of having only one short breeding season.,"https://en.wikipedia.org/wiki/Sun_bear
https://malaysianwildlife.org/malayan-sun-bear-helarctos-malayanus/",PASS,,
sp_sun_bear,9,"A mother Sun Bear usually gives birth to one or two cubs, and the cubs remain with their mother for years while they grow.","https://en.wikipedia.org/wiki/Sun_bear
https://www.nationalgeographic.com/animals/mammals/facts/sun-bear",PASS,,
sp_sun_bear,10,"Mother Sun Bears have been observed carrying a cub in their arms while walking on their hind legs, an unusual behaviour among bears.","https://www.nationalgeographic.com/animals/mammals/facts/sun-bear
https://www.inaturalist.org/taxa/41655-Helarctos-malayanus",PASS,,
sp_proboscis_monkey,1,"In the wild, Proboscis Monkeys are found only on the island of Borneo.","https://www.nationalgeographic.com/animals/mammals/facts/proboscis-monkey
https://en.wikipedia.org/wiki/Proboscis_monkey",PASS,,
sp_proboscis_monkey,2,Proboscis Monkeys can swim across rivers and may even swim underwater for up to about 20 metres.,https://en.wikipedia.org/wiki/Proboscis_monkey,PASS,,
sp_proboscis_monkey,3,Their partially webbed fingers and toes help them move through water.,https://www.nationalgeographic.com/animals/mammals/facts/proboscis-monkey ,PASS,,
sp_proboscis_monkey,4,Adult males have very large noses that can help make their calls louder.,"https://www.nationalgeographic.com/animals/mammals/facts/proboscis-monkey
https://en.wikipedia.org/wiki/Proboscis_monkey",PASS,,
sp_proboscis_monkey,5,A male’s large nose may help attract females and intimidate rival males by amplifying his calls.,https://www.nationalgeographic.com/animals/mammals/facts/proboscis-monkey,PASS,,
sp_proboscis_monkey,6,"Proboscis Monkeys usually live in groups with one adult male, several females and their young.","https://www.nationalgeographic.com/animals/mammals/facts/proboscis-monkey
https://en.wikipedia.org/wiki/Proboscis_monkey",PASS,,
sp_proboscis_monkey,7,Several Proboscis Monkey groups may gather together near water at night to sleep.,"https://www.nationalgeographic.com/animals/mammals/facts/proboscis-monkey
https://en.wikipedia.org/wiki/Proboscis_monkey",PASS,,
sp_proboscis_monkey,8,"Male Proboscis Monkeys make different calls for different situations, including honks for group communication and alarm calls when danger is nearby.",https://en.wikipedia.org/wiki/Proboscis_monkey,PASS,,
sp_proboscis_monkey,9,Young Proboscis Monkeys begin eating solid food at about six weeks old and are usually weaned at around seven months.,https://en.wikipedia.org/wiki/Proboscis_monkey,PASS,,
sp_proboscis_monkey,10,A mother Proboscis Monkey may allow other members of her group to hold her baby.,https://en.wikipedia.org/wiki/Proboscis_monkey,PASS,,
sp_mouse_deer,1,The Lesser Mouse-deer is one of the smallest hoofed mammals in the world and can weigh only around 1.4–2.5 kg.,"https://www.ecologyasia.com/verts/mammals/lesser_mousedeer.htm
https://www.inaturalist.org/taxa/75193-Tragulus-kanchil",PASS,,
sp_mouse_deer,2,"Unlike true deer, Lesser Mouse-deer do not have antlers or horns. Adult males instead have protruding canine teeth.","https://www.ecologyasia.com/verts/mammals/lesser_mousedeer.htm
https://www.inaturalist.org/taxa/75193-Tragulus-kanchil",PASS,,
sp_mouse_deer,3,Male Lesser Mouse-deer have a swollen scent gland beneath the chin that is used in territorial marking and reproductive behaviour.,"https://www.ecologyasia.com/verts/mammals/lesser_mousedeer.htm
https://www.inaturalist.org/taxa/75193-Tragulus-kanchil",PASS,,
sp_mouse_deer,4,"Lesser Mouse-deer are mainly active around dawn and dusk, although some may also be active at night.","https://www.ecologyasia.com/verts/mammals/lesser_mousedeer.htm
https://www.inaturalist.org/taxa/75193-Tragulus-kanchil",PASS,,
sp_mouse_deer,5,"Researchers once thought Lesser Mouse-deer were mainly nocturnal, but later studies found that they can also be active during the daytime.",https://en.wikipedia.org/wiki/Lesser_mouse-deer,PASS,,
sp_mouse_deer,6,Female Lesser Mouse-deer can reproduce throughout the year instead of having only one breeding season.,https://en.wikipedia.org/wiki/Lesser_mouse-deer,PASS,,
sp_mouse_deer,7,Males use their elongated canine teeth in fights with other males.,https://www.inaturalist.org/taxa/75193-Tragulus-kanchil,PASS,,
sp_mouse_deer,8,Lesser Mouse-deer are usually solitary or live in pairs rather than forming large herds.,"https://www.ecologyasia.com/verts/mammals/lesser_mousedeer.htm
https://www.inaturalist.org/taxa/75193-Tragulus-kanchil",PASS,,
sp_mouse_deer,9,"The Lesser Mouse-deer has a distinctive inverted V-shaped, or chevron, white marking on its throat and upper chest.","https://www.ecologyasia.com/verts/mammals/lesser_mousedeer.htm
https://www.inaturalist.org/taxa/75193-Tragulus-kanchil",PASS,,
sp_mouse_deer,10,"The mouse-deer, known as “Sang Kancil” in Malay folklore, is famous as a clever trickster character in traditional stories.",https://en.wikipedia.org/wiki/Lesser_mouse-deer,PASS,,
sp_sunda_colugo,1,"The Sunda Colugo is also called the Sunda Flying Lemur, but it is not actually a lemur and it does not truly fly.","https://en.wikipedia.org/wiki/Sunda_flying_lemur
https://animalia.bio/sunda-flying-lemur?property=94#google_vignette",PASS,,
sp_sunda_colugo,2,"A large skin membrane called a patagium stretches from the neck to the limbs, fingers, toes and tail, allowing the colugo to glide between trees.","https://en.wikipedia.org/wiki/Sunda_flying_lemur
https://biodiversitysg.nparks.gov.sg/our-biodiversity/mammals/other-mammals/sunda-colugo/",PASS,,
sp_sunda_colugo,3,A Sunda Colugo can glide for more than 100 metres while losing very little height.,"https://en.wikipedia.org/wiki/Sunda_flying_lemur
https://animalia.bio/sunda-flying-lemur?property=94#google_vignette",PASS,,
sp_sunda_colugo,4,Longer glides can actually give a Sunda Colugo a softer landing because it can slow itself down in the air before reaching a tree.,https://en.wikipedia.org/wiki/Sunda_flying_lemur,PASS,,
sp_sunda_colugo,5,Sunda Colugos are excellent climbers in trees but are very awkward and almost helpless on the ground.,"https://en.wikipedia.org/wiki/Sunda_flying_lemur
https://animalia.bio/sunda-flying-lemur?property=94#google_vignette",PASS,,
sp_sunda_colugo,6,"They are mainly active at night, and their large eyes help them see well in dim light.","https://www.ecologyasia.com/verts/mammals/colugo.htm
https://biodiversitysg.nparks.gov.sg/our-biodiversity/mammals/other-mammals/sunda-colugo/",PASS,,
sp_sunda_colugo,7,"A mother Sunda Colugo carries her baby clinging underneath her body, even while she is gliding.","https://www.ecologyasia.com/verts/mammals/colugo.htm
https://biodiversitysg.nparks.gov.sg/our-biodiversity/mammals/other-mammals/sunda-colugo/",PASS,,
sp_sunda_colugo,8,A mother can fold part of her gliding membrane near her tail to make a warm pouch-like shelter for her baby.,https://animalia.bio/sunda-flying-lemur?property=94#google_vignette,PASS,,
sp_sunda_colugo,9,"A Sunda Colugo pregnancy lasts about 60 days, and usually one baby is born at a time, although twins are rare.","https://en.wikipedia.org/wiki/Sunda_flying_lemur
https://animalia.bio/sunda-flying-lemur?property=94#google_vignette",PASS,,
sp_sunda_colugo,10,"When threatened, a Sunda Colugo may climb higher into a tree or stay completely still instead of trying to fight.",https://animalia.bio/sunda-flying-lemur?property=94#google_vignette,PASS,,
sp_malayan_pangolin,1,The Malayan Pangolin is also known as the Sunda Pangolin.,https://en.wikipedia.org/wiki/Sunda_pangolin,PASS,,
sp_malayan_pangolin,2,A Malayan Pangolin has no teeth and uses a very long sticky tongue to collect ants and termites.,https://animaldiversity.org/accounts/Manis_javanica/,PASS,,
sp_malayan_pangolin,3,Its tongue can extend to about 25 cm and is so long that part of it passes through the chest and anchors near the pelvis.,https://animaldiversity.org/accounts/Manis_javanica/,PASS,,
sp_malayan_pangolin,4,"Malayan Pangolins are covered in overlapping scales made from keratin, the same material found in human hair and nails.",https://animaldiversity.org/accounts/Manis_javanica/,PASS,,
sp_malayan_pangolin,5,"When threatened, a mother pangolin can curl into a tight ball with her baby protected inside.",https://animaldiversity.org/accounts/Manis_javanica/,PASS,,
sp_malayan_pangolin,6,A young Malayan Pangolin can ride on the base of its mother’s tail while travelling.,https://animaldiversity.org/accounts/Manis_javanica/,PASS,,
sp_malayan_pangolin,7,"Malayan Pangolins are mainly nocturnal and usually live alone, although they are sometimes seen in pairs.",https://animaldiversity.org/accounts/Manis_javanica/,PASS,,
sp_malayan_pangolin,8,"They can climb trees using their strong claws and prehensile tail, and they have also been observed swimming.",https://animaldiversity.org/accounts/Manis_javanica/,PASS,,
sp_malayan_pangolin,9,"A Malayan Pangolin can close its nostrils and ear openings, which helps protect them while digging into ant or termite nests.",https://animaldiversity.org/accounts/Manis_javanica/,PASS,,
sp_malayan_pangolin,10,"Newborn Malayan Pangolins have soft scales that harden after birth, and usually only one young is born at a time.",https://animaldiversity.org/accounts/Manis_javanica/,PASS,,
sp_green_sea_turtle,1,"Green Sea Turtles get their name from the greenish colour of their body fat, not from the colour of their shell.","https://www.nationalgeographic.com/animals/reptiles/facts/green-sea-turtle
https://www.worldwildlife.org/species/sea-turtle/green-turtle/
https://malaysianwildlife.org/green-sea-turtle-chelonia-mydas/",PASS,,
sp_green_sea_turtle,2,Green Sea Turtles can live for at least 70 years or more.,https://www.fisheries.noaa.gov/species/green-turtle,PASS,,
sp_green_sea_turtle,3,"Adult Green Sea Turtles are the only sea turtles whose diet is mainly herbivorous, feeding mostly on seagrass and algae.","https://www.fisheries.noaa.gov/species/green-turtle
https://www.nationalgeographic.com/animals/reptiles/facts/green-sea-turtle",PASS,,
sp_green_sea_turtle,4,Female Green Sea Turtles are remarkable navigators and usually return to a beach in the same general area where they hatched to lay their own eggs.,https://www.fisheries.noaa.gov/species/green-turtle,PASS,,
sp_green_sea_turtle,5,Green Sea Turtles can migrate hundreds to thousands of miles between feeding areas and nesting beaches.,"https://www.fisheries.noaa.gov/species/green-turtle
https://www.worldwildlife.org/species/sea-turtle/green-turtle/
",PASS,,
sp_green_sea_turtle,6,"Green Sea Turtles can travel very long distances between their feeding grounds and nesting beaches, sometimes crossing entire ocean regions.","https://www.fisheries.noaa.gov/species/green-turtle
https://www.worldwildlife.org/species/sea-turtle/green-turtle/
",PASS,,
sp_green_sea_turtle,7,"A female Green Sea Turtle can lay around 100–200 eggs in a single nest, then cover the nest and return to the sea.","https://www.nationalgeographic.com/animals/reptiles/facts/green-sea-turtle
https://www.worldwildlife.org/species/sea-turtle/green-turtle/
https://malaysianwildlife.org/green-sea-turtle-chelonia-mydas/",PASS,,
sp_green_sea_turtle,8,Green Sea Turtle eggs incubate in warm sand for about two months before the hatchlings emerge.,"https://www.fisheries.noaa.gov/species/green-turtle
https://www.nationalgeographic.com/animals/reptiles/facts/green-sea-turtle",PASS,,
sp_green_sea_turtle,9,Newly hatched Green Sea Turtles find the ocean by moving toward the brightest horizon and away from the dark outline of dunes and vegetation.,https://www.fisheries.noaa.gov/species/green-turtle,PASS,,
sp_green_sea_turtle,10,The temperature of the sand around a sea turtle nest can influence whether the hatchlings develop as males or females.,https://www.fisheries.noaa.gov/species/green-turtle,PASS,,
sp_reticulated_python,1,The Reticulated Python is the longest snake species in the world.,"https://biodiversitysg.nparks.gov.sg/our-biodiversity/reptiles/snakes/reticulated-python/
https://www.ecologyasia.com/verts/snakes/reticulated_python.htm",PASS,,
sp_reticulated_python,2,Its name “reticulated” comes from the net-like pattern on its skin.,https://biodiversitysg.nparks.gov.sg/our-biodiversity/reptiles/snakes/reticulated-python/,PASS,,
sp_reticulated_python,3,Reticulated Pythons are non-venomous and kill prey by constriction.,"https://www.ecologyasia.com/verts/snakes/reticulated_python.htm
https://en.wikipedia.org/wiki/Reticulated_python",PASS,,
sp_reticulated_python,4,Heat-sensitive pits around the lips help a Reticulated Python detect warm-blooded prey.,"https://www.ecologyasia.com/verts/snakes/reticulated_python.htm
https://en.wikipedia.org/wiki/Reticulated_python",PASS,,
sp_reticulated_python,5,Reticulated Pythons rely heavily on smell and touch because they do not hear airborne sounds the way humans do.,https://animaldiversity.org/accounts/Python_reticulatus/,PASS,,
sp_reticulated_python,6,"Instead of external ears, they can sense vibrations travelling through the ground.",https://animaldiversity.org/accounts/Python_reticulatus/,PASS,,
sp_reticulated_python,7,Reticulated Pythons are excellent swimmers and have even been recorded far out at sea.,"https://biodiversitysg.nparks.gov.sg/our-biodiversity/reptiles/snakes/reticulated-python/
https://en.wikipedia.org/wiki/Reticulated_python",PASS,,
sp_reticulated_python,8,A female can lay a large clutch of eggs; NParks reports around 15–80 eggs in a clutch.,https://biodiversitysg.nparks.gov.sg/our-biodiversity/reptiles/snakes/reticulated-python/,PASS,,
sp_reticulated_python,9,Reticulated Python eggs can take about 88 days to hatch.,https://biodiversitysg.nparks.gov.sg/our-biodiversity/reptiles/snakes/reticulated-python/,PASS,,
sp_reticulated_python,10,Male Reticulated Pythons may fight other males when competing for a female.,https://animaldiversity.org/accounts/Python_reticulatus/,PASS,,
sp_saltwater_crocodile,1,The Saltwater Crocodile is the largest living reptile in the world.,"https://www.nationalgeographic.com/animals/reptiles/facts/saltwater-crocodile
https://www.britannica.com/animal/estuarine-crocodile",PASS,,
sp_saltwater_crocodile,2,Saltwater Crocodiles can live for about 70 years in the wild.,https://www.nationalgeographic.com/animals/reptiles/facts/saltwater-crocodile,PASS,,
sp_saltwater_crocodile,3,Saltwater Crocodiles are excellent swimmers and can travel long distances through the sea.,"https://en.wikipedia.org/wiki/Saltwater_crocodile
https://oceana.org/marine-life/saltwater-crocodile/",PASS,,
sp_saltwater_crocodile,4,They are ambush predators that can stay almost motionless before suddenly attacking prey near the water’s edge.,"https://www.britannica.com/animal/estuarine-crocodile
https://www.nationalgeographic.com/animals/reptiles/facts/saltwater-crocodile",PASS,,
sp_saltwater_crocodile,5,"Their eyes, ears and nostrils sit high on the head, allowing most of the body to remain hidden underwater while they watch and breathe.","https://www.britannica.com/animal/estuarine-crocodile
https://www.nationalgeographic.com/animals/reptiles/facts/saltwater-crocodile",PASS,,
sp_saltwater_crocodile,6,Saltwater Crocodiles have special pressure-sensitive organs around their jaws that help them detect movements and vibrations in the water.,"https://en.wikipedia.org/wiki/Saltwater_crocodile
https://oceana.org/marine-life/saltwater-crocodile/",PASS,,
